"","Overall_Rating","Technical_Skills","Teamwork","Customer_Service","Hire_Again","High_Performer","Retained","scale"
"3590",4,4,4,4,5,1,0,4.26767871385712
"3591",1,1,2,2,1,0,0,-10.4626325179974
"3592",3,4,3,3,4,0,1,-0.823829973811001
"3593",3,3,3,3,4,0,1,-1.82363155488248
"3594",3,3,3,3,5,0,1,-1.04583890647407
"3595",4,4,5,5,5,1,1,6.54833227318594
"3596",4,4,4,4,5,1,1,4.6142303849082
"3597",3,3,3,3,5,0,1,-1.04583890647407
"3598",3,3,3,2,3,0,0,-3.88993927228556
"3599",4,4,4,4,5,1,1,4.6142303849082
"3600",2,2,2,2,2,0,1,-7.32580346925747
"3601",4,3,3,5,5,1,1,3.56425371144619
"3602",3,3,3,2,3,0,0,-3.88993927228556
"3603",4,4,3,3,5,1,0,2.33357682557938
"3604",4,4,4,4,5,1,1,4.6142303849082
"3605",2,2,2,2,3,0,1,-6.54801082084907
"3607",3,2,4,3,2,0,1,-3.38687994243662
"3608",3,3,3,3,4,0,1,-1.82363155488248
"3609",4,4,5,3,5,1,1,4.66440547729873
"3610",4,3,3,3,5,0,0,-0.379707429316172
"3611",4,3,4,4,5,1,1,3.61442880383672
"3613",3,3,3,3,5,0,0,-1.39239057752515
"3614",4,4,4,4,5,1,0,4.26767871385712
"3615",4,5,4,5,5,1,1,6.55599536392328
"3616",3,3,3,3,4,0,0,-2.17018322593355
"3617",3,2,3,2,4,0,1,-3.76539653389756
"3618",4,3,4,4,4,1,0,2.49008448437725
"3619",3,3,4,4,5,1,1,2.60174565562774
"3620",3,3,3,4,5,0,1,-0.103875508530471
"3621",3,3,3,4,5,0,0,-0.450427179581548
"3622",3,3,3,4,4,0,1,-0.881668156938872
"3623",4,4,4,4,4,1,1,3.8364377364998
"3624",5,5,5,5,5,1,1,8.56081700246639
"3626",5,4,5,5,5,1,1,7.56101542139492
"3627",4,4,4,4,5,1,1,4.6142303849082
"3628",3,3,3,3,4,0,1,-1.82363155488248
"3629",4,4,5,4,5,1,1,5.60636887524234
"3630",2,2,2,2,3,0,1,-6.54801082084907
"3631",4,4,4,4,5,1,0,4.26767871385712
"3632",3,3,4,4,5,1,1,2.60174565562774
"3633",4,3,3,3,4,0,1,-0.810948406673496
"3634",3,3,3,3,4,0,1,-1.82363155488248
"3635",4,3,3,3,5,0,1,-0.0331557582650954
"3636",3,3,4,3,4,0,0,-1.17804473559942
"3637",1,1,1,1,2,0,0,-11.6189417578667
"3638",4,4,4,3,5,1,1,3.6722669869646
"3639",3,3,3,3,5,0,1,-1.04583890647407
"3640",3,3,4,4,5,1,0,2.25519398457667
"3641",4,4,5,5,5,1,0,6.20178060213486
"3642",4,4,4,3,5,1,1,3.6722669869646
"3643",2,2,2,2,3,0,0,-6.89456249190015
"3644",3,3,3,3,3,0,0,-2.94797587434195
"3645",3,2,4,3,5,0,0,-1.40005366826249
"3646",3,3,3,2,4,0,0,-3.11214662387716
"3647",3,3,3,4,5,0,1,-0.103875508530471
"3648",3,3,4,4,4,0,1,0.110470333395263
"3649",4,3,5,5,5,1,1,5.54853069211446
"3650",3,3,3,3,4,0,0,-2.17018322593355
"3651",1,1,1,3,1,0,0,-10.5128076103879
"3652",3,2,5,3,4,0,0,-1.18570782633676
"3653",4,4,4,5,5,1,1,5.5561937828518
"3654",4,3,3,3,5,0,1,-0.0331557582650954
"3656",3,3,4,4,5,1,1,2.60174565562774
"3657",4,4,4,3,4,1,1,2.89447433855619
"3658",2,2,3,3,3,0,1,-4.61390893257133
"3659",4,4,5,5,5,1,1,6.54833227318594
"3660",2,2,2,2,2,0,1,-7.32580346925747
"3661",4,4,4,4,5,1,1,4.6142303849082
"3662",3,3,3,3,4,0,0,-2.17018322593355
"3663",3,3,3,3,4,0,1,-1.82363155488248
"3664",4,4,4,4,5,1,1,4.6142303849082
"3665",3,3,4,3,5,0,0,-0.400252087191017
"3666",4,4,4,4,4,1,0,3.48988606544872
"3667",5,4,4,5,5,1,1,6.56887693106078
"3668",3,3,3,3,5,0,1,-1.04583890647407
"3669",4,4,4,5,5,1,0,5.20964211180073
"3670",5,5,5,5,5,1,1,8.56081700246639
"3671",4,4,4,4,5,1,1,4.6142303849082
"3673",3,2,3,3,4,0,1,-2.82343313595395
"3674",3,3,3,3,5,0,1,-1.04583890647407
"3675",2,2,2,2,3,0,1,-6.54801082084907
"3676",3,3,4,3,4,0,1,-0.831493064548341
"3677",4,4,4,5,5,1,1,5.5561937828518
"3678",3,3,3,4,4,0,1,-0.881668156938872
"3679",2,3,3,3,3,0,0,-3.96065902255093
"3680",3,4,2,2,3,0,1,-3.53572451049714
"3681",3,3,3,3,5,0,1,-1.04583890647407
"3682",3,5,2,2,3,0,0,-2.88247460047674
"3683",4,4,4,4,4,1,1,3.8364377364998
"3684",1,1,2,1,1,0,0,-11.404595915941
"3685",5,5,5,5,5,1,0,8.21426533141532
"3686",4,4,4,3,5,1,1,3.6722669869646
"3687",3,4,3,4,4,0,1,0.118133424132603
"3688",3,3,4,3,5,0,0,-0.400252087191017
"3690",3,3,2,3,2,0,0,-4.71790701308449
"3691",1,1,2,2,2,0,0,-9.684839869589
"3692",3,3,3,3,4,0,1,-1.82363155488248
"3693",4,4,4,4,4,1,1,3.8364377364998
"3694",3,2,3,2,3,0,0,-4.88974085335703
"3695",4,4,4,4,5,1,1,4.6142303849082
"3696",1,1,1,2,2,0,0,-10.6769783599231
"3697",3,4,3,4,5,1,1,2.60940874636508
"3698",3,3,4,4,5,1,1,2.60174565562774
"3699",4,4,4,4,4,1,0,3.48988606544872
"3700",3,3,3,3,5,0,1,-1.04583890647407
"3701",4,4,4,4,5,1,0,4.26767871385712
"3702",3,3,3,3,4,0,0,-2.17018322593355
"3703",2,2,3,3,3,0,1,-4.61390893257133
"3705",2,2,2,3,3,0,1,-5.60604742290547
"3706",3,3,2,3,4,0,1,-2.81577004521661
"3707",3,3,4,3,4,0,0,-1.17804473559942
"3708",2,3,3,3,4,0,0,-3.18286637414253
"3709",4,4,4,4,5,1,0,4.26767871385712
"3710",4,4,4,4,5,1,1,4.6142303849082
"3712",3,3,4,4,4,0,1,0.110470333395263
"3713",3,3,3,3,5,0,0,-1.39239057752515
"3714",4,4,4,4,4,1,1,3.8364377364998
"3715",3,3,4,3,4,0,1,-0.831493064548341
"3716",4,4,3,3,4,0,1,0.188853174397979
"3717",2,3,2,3,3,0,0,-4.95279751288507
"3719",2,2,3,2,4,0,1,-4.77807968210653
"3720",3,3,3,3,4,0,1,-1.82363155488248
"3721",3,4,4,4,5,1,0,3.25499556564814
"3722",3,3,3,3,4,0,1,-1.82363155488248
"3723",3,3,3,3,4,0,1,-1.82363155488248
"3724",3,3,3,3,4,0,0,-2.17018322593355
"3725",4,4,5,5,5,1,1,6.54833227318594
"3726",2,2,2,2,3,0,1,-6.54801082084907
"3727",3,2,4,3,4,0,0,-2.17784631667089
"3728",4,4,4,4,5,1,1,4.6142303849082
"3729",3,3,3,3,3,0,1,-2.60142420329088
"3730",4,4,4,3,4,1,1,2.89447433855619
"3731",4,3,4,5,5,1,0,4.20984053072925
"3732",5,4,4,3,5,1,0,4.3383984641225
"3733",2,2,3,3,3,0,1,-4.61390893257133
"3734",4,4,4,3,4,1,0,2.54792266750512
"3735",4,4,4,4,5,1,1,4.6142303849082
"3736",4,4,4,4,5,1,0,4.26767871385712
"3737",4,4,4,4,5,1,1,4.6142303849082
"3738",3,3,3,3,3,0,0,-2.94797587434195
"3739",5,3,3,3,5,1,0,2.34645839271689
"3740",3,3,3,3,5,0,1,-1.04583890647407
"3741",2,2,2,2,4,0,1,-5.77021817244067
"3742",5,4,4,5,5,1,0,6.22232526000971
"3743",1,1,1,2,1,0,0,-11.4547710083315
"3744",3,3,3,4,5,0,0,-0.450427179581548
"3745",3,4,4,5,5,1,1,4.54351063464282
"3746",3,4,4,4,5,1,0,3.25499556564814
"3747",3,3,3,2,4,0,0,-3.11214662387716
"3748",2,2,3,2,3,0,0,-5.90242400156601
"3750",2,2,2,2,4,0,0,-6.11676984349175
"3751",3,3,3,2,5,0,1,-1.98780230441768
"3753",3,3,3,3,5,0,1,-1.04583890647407
"3754",3,3,3,3,5,0,0,-1.39239057752515
"3755",4,2,5,5,4,1,1,3.77093646263459
"3756",2,2,2,2,3,0,1,-6.54801082084907
"3757",2,1,2,2,3,0,0,-7.89436407297162
"3758",2,2,2,2,3,0,0,-6.89456249190015
"3759",4,3,4,4,5,1,1,3.61442880383672
"3760",3,3,3,2,4,0,0,-3.11214662387716
"3761",4,4,4,4,4,1,0,3.48988606544872
"3762",2,2,2,2,2,0,1,-7.32580346925747
"3763",4,4,4,4,5,1,0,4.26767871385712
"3764",2,2,3,3,2,0,1,-5.39170158097973
"3765",4,4,4,3,4,1,0,2.54792266750512
"3766",3,3,3,3,4,0,0,-2.17018322593355
"3767",4,4,3,4,5,1,1,3.62209189457406
"3768",3,3,3,3,4,0,0,-2.17018322593355
"3769",3,3,3,3,4,0,1,-1.82363155488248
"3770",3,3,3,3,3,0,0,-2.94797587434195
"3771",4,4,5,4,5,1,0,5.25981720419126
"3772",4,4,5,5,5,1,1,6.54833227318594
"3773",3,3,2,3,4,0,1,-2.81577004521661
"3774",3,4,4,3,4,0,1,0.168308516523134
"3775",3,3,4,3,4,0,1,-0.831493064548341
"3776",2,2,4,3,4,0,1,-2.8439777938288
"3777",3,3,4,4,4,0,1,0.110470333395263
"3778",2,3,1,2,1,0,0,-8.44248469797961
"3779",4,4,5,5,5,1,1,6.54833227318594
"3780",3,3,4,3,4,0,0,-1.17804473559942
"3781",4,4,5,3,5,1,1,4.66440547729873
"3782",4,4,4,4,5,1,0,4.26767871385712
"3783",3,3,4,4,4,0,1,0.110470333395263
"3784",4,4,4,4,4,1,0,3.48988606544872
"3785",4,4,4,4,5,1,0,4.26767871385712
"3786",3,4,3,4,4,0,1,0.118133424132603
"3787",3,3,3,4,4,0,1,-0.881668156938872
"3788",3,3,4,4,5,1,1,2.60174565562774
"3789",3,3,3,3,4,0,1,-1.82363155488248
"3790",4,3,4,3,5,1,1,2.67246540589312
"3791",3,3,4,3,5,0,0,-0.400252087191017
"3792",2,2,2,2,2,0,0,-7.67235514030855
"3793",3,3,4,3,4,0,0,-1.17804473559942
"3794",5,4,4,4,5,1,1,5.62691353311718
"3795",3,3,4,3,5,0,1,-0.05370041613994
"3796",3,3,3,3,4,0,1,-1.82363155488248
"3797",2,2,2,2,2,0,0,-7.67235514030855
"3798",2,2,2,2,2,0,0,-7.67235514030855
"3799",3,3,4,3,4,0,0,-1.17804473559942
"3800",3,3,3,3,4,0,0,-2.17018322593355
"3801",3,3,4,3,4,0,0,-1.17804473559942
"3802",4,3,4,4,5,1,0,3.26787713278565
"3803",3,4,4,4,5,1,0,3.25499556564814
"3804",3,3,3,3,4,0,1,-1.82363155488248
"3805",3,3,3,4,4,0,1,-0.881668156938872
"3806",4,4,4,4,5,1,0,4.26767871385712
"3807",4,4,4,4,5,1,0,4.26767871385712
"3809",3,3,3,3,3,0,0,-2.94797587434195
"3810",3,3,3,2,4,0,1,-2.76559495282608
"3811",3,3,3,3,4,0,1,-1.82363155488248
"3812",3,3,2,4,3,0,0,-2.99815096673248
"3813",1,1,1,1,1,0,0,-12.3967344062751
"3814",4,4,4,5,5,1,1,5.5561937828518
"3815",4,4,4,4,4,1,1,3.8364377364998
"3816",3,3,3,3,4,0,1,-1.82363155488248
"3817",3,3,3,3,4,0,1,-1.82363155488248
"3818",4,4,4,4,5,1,1,4.6142303849082
"3819",4,4,4,4,5,1,1,4.6142303849082
"3820",3,3,4,3,3,0,0,-1.95583738400782
"3821",3,4,3,4,5,1,0,2.26285707531401
"3822",4,4,4,4,4,1,1,3.8364377364998
"3823",3,3,3,3,5,0,1,-1.04583890647407
"3824",4,4,4,4,5,1,1,4.6142303849082
"3825",3,3,3,4,4,0,1,-0.881668156938872
"3826",4,4,4,5,5,1,1,5.5561937828518
"3827",5,5,5,5,5,1,0,8.21426533141532
"3828",4,4,4,4,4,1,1,3.8364377364998
"3829",4,4,4,4,5,1,1,4.6142303849082
"3830",4,4,4,4,5,1,1,4.6142303849082
"3831",3,3,3,4,4,0,1,-0.881668156938872
"3832",5,5,5,5,5,1,1,8.56081700246639
"3833",3,3,3,3,4,0,1,-1.82363155488248
"3834",2,3,4,3,5,0,0,-1.4129352354
"3835",4,4,4,4,5,1,0,4.26767871385712
"3836",3,3,3,3,4,0,1,-1.82363155488248
"3837",5,5,5,5,5,1,1,8.56081700246639
"3838",3,3,3,3,4,0,1,-1.82363155488248
"3839",4,4,4,4,5,1,1,4.6142303849082
"3840",2,2,3,2,4,0,1,-4.77807968210653
"3842",1,2,1,2,2,0,1,-9.33062510780059
"3843",3,3,3,3,4,0,0,-2.17018322593355
"3844",3,3,4,2,4,0,1,-1.77345646249194
"3845",5,5,5,5,5,1,0,8.21426533141532
"3846",3,3,4,4,4,0,1,0.110470333395263
"3847",3,4,4,4,4,1,0,2.47720291723974
"3848",4,4,4,4,5,1,0,4.26767871385712
"3849",2,3,3,3,2,0,0,-4.73845167095933
"3850",4,3,3,4,5,1,0,2.27573864245151
"3851",3,3,3,3,4,0,0,-2.17018322593355
"3852",3,3,4,4,4,0,1,0.110470333395263
"3854",4,5,4,4,5,1,1,5.61403196597968
"3856",3,3,3,3,3,0,1,-2.60142420329088
"3857",2,2,2,2,1,0,0,-8.45014778871695
"3859",4,4,3,4,5,1,0,3.27554022352299
"3860",4,5,4,4,5,1,1,5.61403196597968
"3862",3,3,3,3,4,0,0,-2.17018322593355
"3863",3,3,3,3,5,0,0,-1.39239057752515
"3864",2,2,1,3,3,0,1,-6.5981859132396
"3865",2,3,2,2,2,0,0,-6.67255355923707
"3866",5,5,5,5,5,1,0,8.21426533141532
"3867",3,3,3,4,4,0,1,-0.881668156938872
"3868",3,3,3,3,4,0,1,-1.82363155488248
"3869",3,3,3,3,4,0,1,-1.82363155488248
"3870",4,4,4,4,5,1,0,4.26767871385712
"3871",3,3,3,3,4,0,0,-2.17018322593355
"3872",4,3,4,4,4,1,1,2.83663615542832
"3873",4,3,4,4,4,1,0,2.49008448437725
"3874",3,3,3,3,4,0,1,-1.82363155488248
"3875",3,4,3,3,4,0,0,-1.17038164486208
"3876",3,3,4,4,4,0,1,0.110470333395263
"3877",3,3,3,3,4,0,1,-1.82363155488248
"3878",5,5,5,5,5,1,1,8.56081700246639
"3879",3,3,3,3,4,0,0,-2.17018322593355
"3880",4,4,4,4,5,1,1,4.6142303849082
"3881",4,4,5,5,5,1,1,6.54833227318594
"3882",3,3,3,4,4,0,1,-0.881668156938872
"3883",4,4,5,5,5,1,0,6.20178060213486
"3885",3,3,2,2,4,0,1,-3.75773344316021
"3886",3,3,3,3,4,0,1,-1.82363155488248
"3887",4,4,4,4,4,1,1,3.8364377364998
"3888",1,2,1,2,1,0,0,-10.4549694272601
"3889",3,3,4,3,4,0,1,-0.831493064548341
"3890",3,4,4,3,4,0,0,-0.178243154527942
"3891",3,2,3,3,4,0,1,-2.82343313595395
"3892",2,2,1,1,1,0,0,-10.3842496769947
"3893",3,3,4,4,5,1,1,2.60174565562774
"3895",4,4,4,4,5,1,0,4.26767871385712
"3896",4,4,4,4,5,1,1,4.6142303849082
"3897",4,4,4,4,4,1,1,3.8364377364998
"3898",4,5,4,3,5,1,1,4.67206856803607
"3899",3,3,3,4,5,0,0,-0.450427179581548
"3900",3,3,3,5,3,0,0,-1.06404907845475
"3901",5,3,4,3,5,1,1,3.6851485541021
"3902",4,4,4,4,4,1,1,3.8364377364998
"3903",3,4,2,2,4,0,1,-2.75793186208874
"3905",3,1,4,4,3,0,1,-2.66692547715609
"3906",5,5,5,5,5,1,1,8.56081700246639
"3907",3,4,3,3,4,0,0,-1.17038164486208
"3908",4,4,4,4,5,1,1,4.6142303849082
"3909",3,3,3,3,4,0,1,-1.82363155488248
"3910",4,4,4,4,5,1,1,4.6142303849082
"3911",4,4,4,3,5,1,0,3.32571531591352
"3912",4,4,4,4,4,1,1,3.8364377364998
"3913",1,1,3,1,3,0,0,-8.85687212879007
"3914",3,3,3,3,4,0,0,-2.17018322593355
"3915",3,3,3,3,4,0,1,-1.82363155488248
"3916",4,3,4,3,4,0,1,0.181190083660639
"3917",3,3,3,2,4,0,1,-2.76559495282608
"3918",3,3,3,3,4,0,1,-1.82363155488248
"3919",3,3,4,3,5,0,0,-0.400252087191017
"3920",5,5,5,5,5,1,0,8.21426533141532
"3922",3,2,4,3,4,0,0,-2.17784631667089
"3923",3,3,4,3,5,0,0,-0.400252087191017
"3924",3,3,3,3,4,0,1,-1.82363155488248
"3925",4,4,4,5,5,1,0,5.20964211180073
"3926",4,3,4,3,5,1,0,2.32591373484204
"3927",3,3,4,3,4,0,0,-1.17804473559942
"3928",4,4,4,4,5,1,1,4.6142303849082
"3929",4,4,4,4,5,1,0,4.26767871385712
"3930",3,3,3,2,2,0,1,-4.32118024964288
"3931",3,3,3,3,4,0,0,-2.17018322593355
"3932",3,4,3,3,4,0,0,-1.17038164486208
"3933",3,3,3,3,3,0,1,-2.60142420329088
"3934",3,3,4,3,5,0,1,-0.05370041613994
"3935",3,3,3,3,4,0,1,-1.82363155488248
"3936",2,2,3,3,3,0,1,-4.61390893257133
"3937",4,4,4,4,5,1,1,4.6142303849082
"3938",3,3,3,2,4,0,0,-3.11214662387716
"3939",3,3,4,3,4,0,1,-0.831493064548341
"3940",4,4,4,4,4,1,1,3.8364377364998
"3941",3,3,3,3,5,0,1,-1.04583890647407
"3942",4,4,4,4,5,1,0,4.26767871385712
"3943",4,4,3,3,5,1,1,2.68012849663046
"3945",4,4,3,3,4,0,1,0.188853174397979
"3946",4,3,4,4,5,1,1,3.61442880383672
"3947",4,4,4,4,5,1,1,4.6142303849082
"3948",3,3,3,3,4,0,1,-1.82363155488248
"3949",3,3,3,3,5,0,0,-1.39239057752515
"3950",3,3,4,4,4,0,0,-0.236081337655814
"3951",4,4,5,4,5,1,0,5.25981720419126
"3952",3,3,3,3,4,0,0,-2.17018322593355
"3953",3,3,4,3,4,0,0,-1.17804473559942
"3954",3,3,3,3,4,0,0,-2.17018322593355
"3955",3,2,3,3,4,0,1,-2.82343313595395
"3956",3,2,3,3,4,0,1,-2.82343313595395
"3957",3,3,3,3,4,0,0,-2.17018322593355
"3959",3,3,4,4,4,0,0,-0.236081337655814
"3960",3,2,4,4,4,0,0,-1.23588291872729
"3961",4,4,4,4,4,1,1,3.8364377364998
"3962",1,1,1,1,1,0,0,-12.3967344062751
"3963",4,4,4,5,5,1,0,5.20964211180073
"3964",3,3,4,4,3,0,0,-1.01387398606421
"3965",3,3,2,2,2,0,0,-5.65987041102809
"3966",2,1,2,2,2,0,1,-8.32560505032895
"3967",3,4,5,3,5,1,0,3.30517065803867
"3968",3,4,4,3,5,1,0,2.31303216770454
"3969",4,4,4,4,5,1,0,4.26767871385712
"3970",3,3,3,3,5,0,0,-1.39239057752515
"3971",4,4,5,5,5,1,0,6.20178060213486
"3972",1,1,1,1,1,0,0,-12.3967344062751
"3973",3,3,3,3,4,0,1,-1.82363155488248
"3974",3,3,3,3,3,0,1,-2.60142420329088
"3975",2,2,3,1,3,0,1,-6.49783572845854
"3976",3,2,4,3,3,0,0,-2.95563896507929
"3977",3,3,3,2,4,0,0,-3.11214662387716
"3979",4,4,4,4,4,1,1,3.8364377364998
"3980",4,3,4,4,4,1,1,2.83663615542832
"3981",3,3,3,3,4,0,1,-1.82363155488248
"3982",3,4,4,3,5,1,1,2.65958383875562
"3983",4,4,4,4,4,1,1,3.8364377364998
"3984",4,4,5,3,5,1,1,4.66440547729873
"3985",3,3,3,3,4,0,1,-1.82363155488248
"3987",5,5,5,5,5,1,1,8.56081700246639
"3988",2,2,2,2,2,0,1,-7.32580346925747
"3989",4,4,5,4,5,1,1,5.60636887524234
"3990",4,5,4,4,5,1,0,5.2674802949286
"3991",3,2,3,3,2,0,1,-4.37901843277075
"3993",3,3,3,3,4,0,1,-1.82363155488248
"3994",3,3,4,3,5,0,0,-0.400252087191017
"3995",5,4,4,5,5,1,1,6.56887693106078
"3996",3,3,3,2,4,0,1,-2.76559495282608
"3997",2,2,2,3,3,0,1,-5.60604742290547
"3998",3,3,3,4,4,0,0,-1.22821982798995
"3999",3,3,3,3,5,0,0,-1.39239057752515
"4000",5,5,5,4,5,1,1,7.61885360452279
"4002",3,3,4,4,4,0,0,-0.236081337655814
"4003",5,5,5,5,5,1,0,8.21426533141532
"4004",3,3,3,3,4,0,0,-2.17018322593355
"4005",3,3,3,2,4,0,0,-3.11214662387716
"4006",4,4,5,3,5,1,0,4.31785380624765
"4007",4,3,4,3,5,1,1,2.67246540589312
"4008",3,3,3,3,4,0,0,-2.17018322593355
"4009",4,4,4,4,5,1,0,4.26767871385712
"4010",3,4,4,3,5,1,1,2.65958383875562
"4011",4,4,4,5,5,1,0,5.20964211180073
"4012",4,4,4,4,5,1,1,4.6142303849082
"4013",3,3,3,4,5,0,1,-0.103875508530471
"4014",2,3,2,4,4,0,0,-3.23304146653306
"4015",4,4,4,4,4,1,0,3.48988606544872
"4016",3,3,4,3,4,0,1,-0.831493064548341
"4017",3,3,3,3,5,0,1,-1.04583890647407
"4018",4,4,4,4,4,1,0,3.48988606544872
"4019",2,3,2,3,2,0,0,-5.73059016129347
"4021",3,3,3,3,4,0,1,-1.82363155488248
"4022",3,3,3,3,4,0,1,-1.82363155488248
"4023",4,3,4,3,4,0,0,-0.165361587390438
"4024",2,3,3,3,2,0,1,-4.39189999990826
"4025",3,3,3,3,4,0,1,-1.82363155488248
"4026",2,3,3,3,4,0,0,-3.18286637414253
"4027",5,5,5,5,5,1,1,8.56081700246639
"4028",2,3,3,2,3,0,1,-4.55607074944346
"4029",4,3,4,5,5,1,1,4.55639220178033
"4031",3,3,4,3,4,0,1,-0.831493064548341
"4033",4,4,4,4,5,1,1,4.6142303849082
"4034",3,4,3,3,4,0,0,-1.17038164486208
"4035",3,3,3,3,5,0,1,-1.04583890647407
"4036",4,4,4,4,4,1,1,3.8364377364998
"4037",3,3,4,4,4,0,1,0.110470333395263
"4038",3,4,4,3,4,0,0,-0.178243154527942
"4039",3,3,3,3,4,0,1,-1.82363155488248
"4040",2,3,2,2,2,0,1,-6.326001888186
"4041",3,3,3,3,4,0,1,-1.82363155488248
"4042",4,5,4,4,5,1,0,5.2674802949286
"4044",4,4,4,4,5,1,0,4.26767871385712
"4045",3,3,3,3,4,0,1,-1.82363155488248
"4046",4,4,4,5,5,1,0,5.20964211180073
"4047",3,2,3,3,5,0,1,-2.04564048754555
"4048",5,5,5,5,5,1,1,8.56081700246639
"4049",3,3,3,3,4,0,0,-2.17018322593355
"4050",3,3,2,3,2,0,0,-4.71790701308449
"4051",2,3,3,2,3,0,1,-4.55607074944346
"4052",3,3,4,3,5,0,1,-0.05370041613994
"4053",3,4,4,3,4,0,1,0.168308516523134
"4054",4,4,5,4,5,1,1,5.60636887524234
"4055",5,4,4,5,5,1,0,6.22232526000971
"4056",1,2,2,3,1,0,0,-8.52086753898232
"4057",2,2,2,2,2,0,0,-7.67235514030855
"4058",3,3,4,3,4,0,1,-0.831493064548341
"4059",4,4,4,4,4,1,1,3.8364377364998
"4060",4,4,4,4,5,1,1,4.6142303849082
"4061",4,4,4,4,5,1,1,4.6142303849082
"4062",3,3,4,5,5,1,1,3.54370905357135
"4063",3,2,4,4,4,0,0,-1.23588291872729
"4064",4,4,4,4,5,1,0,4.26767871385712
"4065",3,3,3,3,4,0,0,-2.17018322593355
"4066",5,5,5,5,5,1,0,8.21426533141532
"4067",3,3,3,3,4,0,0,-2.17018322593355
"4068",4,4,4,4,5,1,1,4.6142303849082
"4069",3,3,3,3,4,0,1,-1.82363155488248
"4070",5,5,5,5,5,1,1,8.56081700246639
"4071",2,3,4,4,4,0,1,-0.902212814813717
"4072",4,4,4,4,5,1,0,4.26767871385712
"4073",4,3,3,4,5,1,1,2.62229031350259
"4074",4,3,4,4,5,1,0,3.26787713278565
"4075",3,2,3,4,4,0,1,-1.88146973801035
"4076",3,3,4,4,4,0,1,0.110470333395263
"4077",3,3,2,3,2,0,1,-4.37135534203341
"4078",3,3,3,3,5,0,0,-1.39239057752515
"4079",3,4,3,3,5,0,1,-0.0460373254026
"4080",4,4,5,5,5,1,1,6.54833227318594
"4081",5,5,5,5,5,1,1,8.56081700246639
"4082",3,3,4,3,4,0,0,-1.17804473559942
"4083",3,3,3,3,4,0,0,-2.17018322593355
"4084",4,4,4,4,5,1,0,4.26767871385712
"4085",4,3,4,5,4,1,1,3.77859955337193
"4086",1,1,3,3,1,0,1,-8.18197895866859
"4087",3,3,3,3,4,0,1,-1.82363155488248
"4088",3,3,3,3,4,0,1,-1.82363155488248
"4089",4,4,4,3,4,1,1,2.89447433855619
"4090",3,3,3,3,4,0,1,-1.82363155488248
"4091",4,5,5,5,5,1,1,7.54813385425741
"4092",1,1,2,2,1,0,0,-10.4626325179974
"4093",4,4,3,3,4,0,0,-0.157698496653098
"4095",3,3,3,3,4,0,1,-1.82363155488248
"4096",2,2,3,3,3,0,0,-4.96046060362241
"4097",4,4,4,3,5,1,1,3.6722669869646
"4098",3,3,4,4,4,0,1,0.110470333395263
"4099",1,2,2,2,2,0,0,-8.68503828851753
"4100",3,3,2,3,4,0,0,-3.16232171626769
"4101",4,4,5,4,5,1,1,5.60636887524234
"4102",4,4,4,4,5,1,0,4.26767871385712
"4104",1,2,2,3,2,0,0,-7.74307489057392
"4105",3,3,3,2,3,0,0,-3.88993927228556
"4106",3,3,3,3,5,0,1,-1.04583890647407
"4107",4,4,4,4,5,1,1,4.6142303849082
"4108",2,2,2,2,3,0,1,-6.54801082084907
"4109",3,3,3,3,3,0,1,-2.60142420329088
"4110",4,3,3,4,5,1,1,2.62229031350259
"4111",3,3,3,3,5,0,1,-1.04583890647407
"4112",4,4,4,5,5,1,0,5.20964211180073
"4113",2,3,2,3,4,0,1,-3.82845319342559
"4114",4,4,4,4,5,1,1,4.6142303849082
"4115",2,4,3,2,3,0,0,-3.90282083942306
"4116",4,4,4,5,5,1,1,5.5561937828518
"4117",4,4,4,4,5,1,1,4.6142303849082
"4118",5,5,4,4,5,1,1,6.62671511418865
"4119",3,3,4,4,5,1,0,2.25519398457667
"4120",3,3,3,3,4,0,1,-1.82363155488248
"4121",4,3,4,4,5,1,0,3.26787713278565
"4122",3,3,3,4,4,0,1,-0.881668156938872
"4123",3,3,3,3,5,0,1,-1.04583890647407
"4124",2,2,3,1,2,0,1,-7.27562837686694
"4125",3,3,3,3,4,0,1,-1.82363155488248
"4126",5,5,5,5,5,1,1,8.56081700246639
"4127",1,1,1,1,1,0,0,-12.3967344062751
"4128",4,4,4,4,5,1,0,4.26767871385712
"4129",4,5,4,4,5,1,1,5.61403196597968
"4130",4,4,4,4,4,1,1,3.8364377364998
"4131",4,4,4,4,5,1,1,4.6142303849082
"4132",3,3,3,3,5,0,0,-1.39239057752515
"4133",3,3,3,3,4,0,1,-1.82363155488248
"4134",3,3,4,3,4,0,1,-0.831493064548341
"4135",4,4,5,4,5,1,0,5.25981720419126
"4136",3,3,3,3,4,0,1,-1.82363155488248
"4137",4,4,4,4,5,1,1,4.6142303849082
"4138",4,4,4,4,5,1,1,4.6142303849082
"4139",4,4,4,4,4,1,1,3.8364377364998
"4140",2,1,3,3,3,0,1,-5.61371051364281
"4141",2,3,2,4,1,0,0,-5.56641941175827
"4142",3,3,3,3,5,0,1,-1.04583890647407
"4143",3,4,4,4,5,1,0,3.25499556564814
"4144",3,3,3,3,4,0,1,-1.82363155488248
"4145",2,2,2,2,2,0,0,-7.67235514030855
"4146",5,4,4,4,5,1,1,5.62691353311718
"4147",4,3,3,4,4,0,1,0.131014991270108
